Article ID,Sentence ID,Sentence,Article,Link,Category,Subcategory,Number of Words
7,264,"Die Klinge muss vor jeder Rasur auf einem Streichriemen abgeledert und in regelmäßigen Abständen nachgeschliffen werden, um die Schärfe der Schneide zu erhalten.",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,23
7,265,In Abgrenzung zum klassischen Rasiermesser wird ein Rasiermesser mit Wechselklinge als Shavette bezeichnet.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,13
7,266,In Ägypten kam das Rasieren des Gesichts in der Frühdynastischen Periode (3100–2686 v. Chr.) zunächst bei den oberen Schichten in Mode und verbreitete sich später auch im Rest der Bevölkerung.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,30
7,267,Rasiermesser bestanden aus Kupfer oder Bronze.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,6
7,268,"Die Existenz von Barbieren ist durch Grabszenen belegt, so etwa im Grab des Userhet (KV45), eines hohen Beamten der 18. Dynastie (1550–1292 v. Chr.).",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,24
7,269,In Europa sind Rasiermesser nachweislich seit der Mittleren Bronzezeit in Gebrauch.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,11
7,270,"Dabei werden zwei Typen unterschieden, die sich beide vom östlichen Mittelmeerraum aus im übrigen Europa verbreiteten, jedoch zu unterschiedlichen Zeiten.",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,20
7,271,"Doppelschneidige Rasiermesser kamen in Mittel- und Westeuropa, einschließlich der britischen Inseln, im 16. Jahrhundert v. Chr. in Gebrauch, einschneidige Rasiermesser dagegen ausschließlich in Skandinavien im 15. Jahrhundert v. Chr.",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,29
7,272,"Die Funktion dieser Messer ist laut Frank Gnegel, Autor einer Kulturgeschichte der Selbstrasur, „durch erhaltene Haarreste an den Schneiden eindeutig belegt“.",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,21
7,273,"Dabei hatten Rasiermesser, so Gnegel, „anscheinend zusätzlich eine religiöse oder kultische Funktion, denn sie fanden sich nur in einem Teil der Männergräber und standen offensichtlich nur Familienoberhäuptern oder Personen aristokratischer Herkunft zu“.",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,32
7,274,Zur Zeit des Römischen Reiches unterlag die Verwendung von Rasiermessern der jeweiligen Mode.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,13
7,275,"Der römische Gelehrte Marcus Terentius Varro schreibt in seinem Lehrbuch De re rustica, das Rasieren des Gesichts habe sich erst um 300 v. Chr. in Rom verbreitet, nachdem P. Ticinius Menas einen Barbier aus Sizilien mitgebracht habe,[7] und Plinius der Ältere schreibt in seiner Naturalis historia, Scipio der Jüngere sei der erste Römer gewesen, der sich jeden Tag rasierte.",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,59
7,276,"Auch im späteren Römischen Reich, insbesondere von der Regierung Hadrians bis zu den späten Severern und von der Herrschaft des Gallienus bis zur Römischen Tetrarchie, war das Rasieren eine selten geübte Praxis.",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,32
7,277,"Ein Rasiermesser (novacula) gehörte genauso wie ein Kamm (pecten), Spiegel (speculum), Schere (acitia) und Brennschere (calamistrum) zur Standardausstattung eines römischen Barbiers.",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,21
7,278,Das Messer wurde unter Verwendung von Öl auf einem Stein geschärft und nach dem Gebrauch in einem Kästchen aufbewahrt.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,19
7,279,Laut Plinius dem Älteren wurden Spinnweben zur Versorgung von Schnitten im Gesicht verwendet.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,13
7,280,In Pompeji gefundene Exemplare von frühen Klapp-Rasiermessern mit 12 Zentimeter langen trapezförmigen Klingen und Griffen aus Elfenbein gehörten als Luxusobjekte zum Hausstand höherer Schichten.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,24
7,281,Seit der Spätantike war die Bartlosigkeit ein Kennzeichen des abendländischen Klerus.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,11
7,282,Bei den Mönchsorden regelten genaue Vorschriften die Benutzung und Verwahrung der verwendeten Rasiermesser.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,13
7,283,Sie wurden in einem geschlossenen Kasten aufbewahrt und von einem eigens hierfür bestimmten Bruder vor der Verwendung geschärft.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,18
7,284,"Zur Rasur teilten sich die Mönche in Paare auf, bei denen jeweils ein Mönch das Rasiermesser und der andere eine Schüssel mit Wasser hielt.",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,24
7,285,Allerdings wurde das Rasieren nicht durchgängig einheitlich gehandhabt.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,8
7,286,Mittelalterliche Bildquellen zeigen sowohl glattrasierte Kleriker als auch solche mit Vollbärten.,Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,11
7,287,"Spätestens im 14. Jahrhundert etablierte sich das Handwerk der Barbiere, die neben medizinischen Tätigkeiten auch die Rasur vornahmen.",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,18
7,288,"Da die Verwendung von Seifenschaum beim Rasieren erst später üblich wurde, war das Rasieren mit dem Messer zu jener Zeit eine schmerzhafte Prozedur.",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,23
7,289,"Erleichtert wurde der Vorgang allein in Badestuben, in denen Wasser oder Dämpfe das Barthaar vor der Verwendung des Rasiermessers erweichten.",Rasiermesser,https://de.wikipedia.org/wiki/Rasiermesser,Gesellschaft,Alltagskultur,20
8,290,"Unter der Vereinbarkeit von Familie und Beruf versteht man seit dem 20. Jahrhundert die Möglichkeit Erwachsener im arbeitsfähigen Alter, sich zugleich Beruf und Karriere einerseits und dem Leben in der Familie und der Betreuung von Kindern und pflegebedürftigen Personen andererseits zu widmen, unter Berücksichtigung der Schwierigkeiten, die dabei auftreten können.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,50
8,291,"Sind auch Bereiche wie Freundschaften und Hobbys gemeint, wird etwas allgemeiner von Vereinbarkeit von Berufs-, Privat- und Familienleben gesprochen.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,19
8,292,"Der englischsprachige Begriff Work-Life-Balance bezeichnet ein anzustrebendes Gleichgewicht im Allgemeinen, auch für Singles, und wird vor allem in Bezug auf betriebliche Aspekte wie etwa familienfreundliche Arbeitszeiten sowie auf Möglichkeiten zur Verbesserung des individuellen Gleichgewichts verwendet.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,35
8,293,"Eine Balance zwischen verschiedenen Lebensbereichen zu ermöglichen, gilt als eine wichtige gesellschaftspolitische Herausforderung, als ein betrieblich relevantes Thema bezüglich Wirtschaftlichkeit und Organisationskultur sowie als ein sozial, kulturell und pädagogisch bedeutsames Thema bezüglich der Gestaltung von Familienkultur.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,36
8,294,Die Thematik berührt wichtige individuelle Fragen von Lebenseinstellung und Lebensstil.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,10
8,295,"Die Situation ist dabei aus historischen, kulturellen oder politischen Gründen in den verschiedenen Staaten sehr unterschiedlich.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,16
8,296,"Wurde die Vereinbarkeit von Familie und Beruf ursprünglich mehr als die Frage angesehen, ob sich Mutterschaft und Berufstätigkeit überhaupt vereinbaren lassen,[1][2] entwickelte sich der gesellschaftliche Diskurs in den Industrienationen im Zuge der Emanzipation in die Richtung, wie sich für Mütter und Väter eine Berufstätigkeit mit der Erziehung der Kinder zeitlich vereinbaren lässt.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,52
8,297,"Diesem Diskurs liegt die Annahme zugrunde, dass die Eltern jeweils arbeiten wollen oder müssen, dass also die elterliche Berufstätigkeit subjektiv als wertvoll betrachtet wird, etwa weil sie Zufriedenheit gewährt, Sinn stiftet, die soziale Einbindung fördert, die wirtschaftliche Existenz bzw. den Lebensstandard sichert oder weil mehrere dieser Gründe zutreffen.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,48
8,298,Sinkende Geburten- und Fertilitätsraten wirken sich in manchen Ländern auf die bisherige Sozial- und Familienpolitik sowie die Arbeitsmarktpolitik aus.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,19
8,299,"Angesichts der Veränderung der Altersstruktur und des Anstiegs der Lebenserwartung in vielen Ländern rückt inzwischen auch die Betreuung und Pflege älterer oder pflegebedürftiger Angehöriger stärker in den Mittelpunkt des Interesses, auch der Politik.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,33
8,300,Parallel dazu findet eine gesellschaftspolitische Debatte statt und vollzieht sich ein allmählicher Paradigmenwechsel[3][4] in Bezug auf Beschäftigungsmodelle sowie in Bezug auf das zugrunde liegende Gesellschafts- und Familienmodell.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,27
8,301,"Diskutiert wird, inwieweit es wünschenswert sei, dass beide Eltern teilweise oder voll berufstätig sind, und wie die Unterstützung von Alleinerziehenden zu gestalten ist.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,23
8,302,Bis in die 1950er Jahre und länger war die Erwerbslosigkeit der Ehefrau – auch in der kinderlosen Ehe – Teil des bürgerlichen Familienideals.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,23
8,303,Wortprägungen wie „weibliche Doppelverdiener“[5] wie auch der damals negativ konnotierte Begriff „Schlüsselkind“ wiesen zu dieser Zeit in Westdeutschland auf ungern gesehene Abweichungen vom Frauen- und Familienleitbild.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,26
8,304,"Vielfach wurde vermutet, der technische Fortschritt des 20. Jahrhunderts werde mehrheitlich zur Verringerung der Arbeitszeit und zu einem Anwachsen der Freizeit führen.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,22
8,305,Auch eine mit dem Übergang von der Industrie- zur Dienstleistungsgesellschaft verbundene Humanisierung der Arbeitswelt wurde prognostiziert.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,16
8,306,Diese Vorhersagen sind jedoch bisher nicht eingetreten.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,7
8,307,"Im Gegenteil stellt eine Familie heute dem Arbeitsmarkt im Durchschnitt tendenziell deutlich mehr Stunden Arbeitszeit zur Verfügung, als sie es Mitte des 20. Jahrhunderts tat.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,25
8,308,"Es wird gesagt, die gegenwärtige Ausrichtung der Gesellschaft und ökonomische Zwänge hätten vielmehr zu einem Anwachsen des Konsums, zu längeren Arbeitszeiten und zu einer Abwertung des Lebensbereichs Familie geführt.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,29
8,309,Um die Jahrtausendwende steht auch das Kindeswohl im Zentrum des Interesses.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,11
8,310,"Die Meinung, Vorschulkinder litten unter der Berufstätigkeit der Mutter, herrscht vor allem in den alten Bundesländern der Bundesrepublik Deutschland, und zwar stärker als in jedem anderen Land der EU.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,29
8,311,"Studien belegen, dass die Frage, ob Kinder aus der Situation einen Nachteil oder auch einen Vorteil beziehen, nicht mit „Ja“ oder „Nein“ beantwortet werden kann: Die Wirkung der Berufstätigkeit auf das Kind hängt von Kontextfaktoren ab, insbesondere vom Berufskontext, von der Art der Verwendung von Zeit und Geld, von der Qualität der nichtelterlichen Kinderbetreuung und von der Zufriedenheit der Frau mit ihrer Rolle.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,63
8,312,Die Thematik ist seit den 1990ern Ziel einer extensiven statistischen Langzeitstudie in den USA.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,14
8,313,"Teilweise vertreten verschiedene gesellschaftliche Gruppen jeweils den Standpunkt der Wahlfreiheit, allerdings mit unterschiedlicher Gewichtung: Die eine Seite hebt die Möglichkeit zur Erwerbsarbeit auch mit Kindern hervor, die andere betont die Freiheit, auch die traditionelle Familienform zu wählen.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,37
8,314,"Bei dieser gesellschaftlichen und politischen Debatte geht es immer auch um die Folgen der Modelle für die Gesellschaft, etwa um ökonomische Auswirkungen.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,22
8,315,"Heute gilt die Vereinbarkeit von Familie und Beruf als eine der zentralen Herausforderungen der Beschäftigungs- und Sozialpolitik in Europa[11][12] und in den einzelnen europäischen Staaten z.B. Deutschland[13][14], Österreich[15] und der Schweiz.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,31
8,316,In Deutschland werden Infrastrukturmaßnahmen in Kombination mit Änderungen der familienbezogenen Transferleistungen und der Besteuerung insbesondere als wesentlich für eine Verringerung der Kinder- und Familienarmut genannt.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,25
8,317,Die Vereinbarkeit von Familie und Beruf steht auch in engem Zusammenhang mit dem Ziel der Gleichstellung von Mann und Frau in der Gesellschaft in Familie und Beruf.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,27
8,318,Die Arbeitsteilung in der Partnerschaft ist Gegenstand zahlreicher Untersuchungen.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,9
8,319,Deutschen Studien zufolge wenden Frauen insgesamt wesentlich mehr Zeit für Haus- und Familienarbeit auf als Männer.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,16
8,320,Dabei sei eine deutliche geschlechtsspezifische Teilung nach Art der Arbeit zu beobachten.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,12
8,321,"Auch wenn einzelne Aufgaben an andere Personen oder Institutionen delegiert werden, liege die Aufgabe der Organisation der Haus- und Familienarbeit meist bei der Frau.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,24
8,322,Mit zunehmender Chancengleichheit für beide Geschlechter wünschen und erwarten auch Frauen zunehmend finanzielle und berufliche Unabhängigkeit.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,16
8,323,"Diese Erwartung wird im Zusammenhang mit der hohen Scheidungsrate, den sich ändernden Regelungen zum Unterhalt und der Diskussion um eventuelle Änderungen der Witwen-/Witwerrente in verstärktem Maß auch von der Gesellschaft an sie herangetragen.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,33
8,324,"Die Pluralisierung der Familienformen mit zunehmender Zahl von Patchwork- und Einelternfamilien erfordert gesellschaftliche Anpassungen, um eine finanzielle Überforderung der Unterhalt zahlenden Eltern beziehungsweise der Sozialsysteme zu vermeiden und zugleich allen Personen einen angemessenen Lebensunterhalt zu sichern.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,36
8,325,"So wird es zunehmend als wichtig angesehen, dass alle arbeitsfähigen Personen ihren Lebensunterhalt mittel- und langfristig selbstverantwortlich erwirtschaften können.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,19
8,326,"Eine Berufstätigkeit beider Partner dient nicht nur dem momentanen finanziellen Vorteil und dem Berufsinteresse, sondern ebenfalls der Zukunftssicherung.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,18
8,327,"Dies bezieht sich auf die spätere Altersrente, aber auch auf Fälle von Arbeitslosigkeit, Arbeitsunfähigkeit oder Trennung, denn bei Erwerbstätigkeit beider Partner besteht eine geringere Abhängigkeit von staatlicher Unterstützung oder Unterhaltszahlungen.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,30
8,328,"In vielen Familien ist es zudem ökonomisch kaum möglich, dass sich ein Elternteil ganz der Haus- und Familienarbeit widmet – für eine zunehmende Zahl von Haushalten reicht Anfang des 21. Jahrhunderts ein Erwerbseinkommen allein nicht mehr zum Unterhalt einer Familie aus.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,41
8,329,Die Väterbewegung setzt sich für eine Gleichstellung von Mutter- und Vaterrolle ein. ,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,13
8,330,Besonders nach einer Trennung oder Scheidung kämpfen Väter vielfach um ihre Mitverantwortung in der Erziehung.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,15
8,331,In dieser Situation verlieren Männer mit niedrigem Einkommens- und Bildungsniveau besonders häufig den Kontakt zu ihren Kindern.,Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,17
8,332,"Als Gründe dafür, dass Väter ihre Arbeitszeit relativ selten für die Familienarbeit reduzieren, werden u. a. finanzielle Nachteile aufgrund von Gehaltsunterschieden zwischen Männern und Frauen, fehlende Teilzeitstellen für höhere Positionen sowie eine Profitorientierung der Konzerne, die auf familiäre Bedürfnisse der Angestellten keine Rücksicht nehme, genannt.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,45
8,333,"Eine Retraditionalisierung der Rollen findet Studien zufolge oft nach der Geburt des ersten Kindes statt: selbst bei vorher weitgehend egalitärem Rollenverständnis beider Partner werden nach der Geburt vor allem die Auffassungen der Männer wieder traditioneller, während die der Frauen egalitär bleiben; dies führe oft zu Spannungen in der Partnerschaft.",Vereinbarkeit von Familie und Beruf,https://de.wikipedia.org/wiki/Vereinbarkeit_von_Familie_und_Beruf,Gesellschaft,Alltagskultur,49
9,334,"Mit Folgen der globalen Erwärmung werden zahlreiche, die Menschheit und die ganze Welt betreffende Veränderungen umschrieben.",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,16
9,335,"Globale Erwärmung ist der beobachtete und prognostizierte Trend zu einer im Vergleich zu den vorindustriellen Werten höheren globalen Durchschnittstemperatur mit Folgen wie steigenden Meeresspiegeln, Gletscherschmelze, Verschiebung von Klimazonen, Vegetationszonen und Lebensräumen, verändertes Auftreten von Niederschlägen, stärkere oder häufigere Wetterextreme wie Überschwemmungen, Stürme und Dürren, Ausbreitung von Parasiten und tropischen Krankheiten sowie mehr Umweltflüchtlingen.",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,53
9,336,Die prognostizierten und beobachteten negativen Auswirkungen des Klimawandels werden manchmal als „Klimakatastrophe“ bezeichnet.,Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,13
9,337,Einige der Folgen sind im Klimawandelindex quantitativ zusammengefasst.,Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,8
9,338,"Während über die Ursachen der globalen Erwärmung weitgehend Einigkeit besteht[1] (hauptsächlich menschliche Emissionen von Treibhausgasen), werden ihre Folgen intensiv erörtert.",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,20
9,339,"Einige Folgen sind bereits jetzt spürbar, andere werden erst für die Zukunft erwartet.",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,13
9,340,"Nach einer Studie des Stockholm Resilience Centre von 2009 ist der ermittelte Grenzwert für den Kohlendioxidgehalt der Atmosphäre bereits um 11 % überschritten, so dass der anthropogene Klimawandel nach dem Artensterben das zweitgrößte globale ökologische Problem darstellt; er ist dabei auch ein wesentliches Merkmal des Anthropozäns sowie eine der Folgen der zunehmenden Hemerobie.",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,53
9,341,"Über die möglichen Folgen der Erwärmungen informieren auch die Unterartikel Folgen der globalen Erwärmung in Deutschland, Folgen der globalen Erwärmung in Europa, Folgen der globalen Erwärmung in der Arktis, Folgen der globalen Erwärmung in der Antarktis sowie Folgen der globalen Erwärmung für den Weinbau.",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,44
9,342,"In welchem Ausmaß die Durchschnittstemperatur im Laufe des 21. Jahrhunderts ansteigt, hängt insbesondere von der Menge an Treibhausgasen ab, die ausgestoßen werden.",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,22
9,343,"Der Intergovernmental Panel on Climate Change (IPCC, Zwischenstaatlicher Ausschuss für Klimaänderungen) geht in seinem aktuellen Vierten Sachstandsbericht davon aus, dass sich die globale Durchschnittstemperatur bis 2100 abhängig vom weiteren Anstieg der Emissionen um 1,1 bis 6,4 °C erhöht.",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,38
9,344,Steigende Durchschnittstemperaturen verschieben das Temperaturspektrum.,Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,5
9,345,"Während extreme Kälteereignisse seltener auftreten, werden außergewöhnliche Hitzeereignisse wahrscheinlicher.",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,9
9,346,"Wegen der möglichen Auswirkungen auf menschliche Sicherheit, Gesundheit, Wirtschaft und Umwelt hat die globale Erwärmung große Risiken, kann sich aber örtlich und regional auch positiv auswirken.",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,26
9,347,"Einige Veränderungen der Umwelt, die Menschen und Ökosysteme gemeinsam betreffen, sind schon wahrzunehmen.",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,13
9,348,"Dazu gehören steigende Meeresspiegel, Gletscherschmelze oder statistisch signifikante Abweichungen vom gewöhnlichen Wettergeschehen (siehe unten).",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,14
9,349,"Ob diese und weitere Folgen eintreten und wie stark sie sein werden, wird dabei recht unterschiedlich eingeschätzt.",Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,17
9,350,Die Auswirkungen des Klimawandels prägen sich regional und lokal ganz unterschiedlich aus und haben individuelle Folgen.,Folgen der globalen Erwärmung,https://de.wikipedia.org/wiki/Folgen_der_globalen_Erw%C3%A4rmung,Wissenschaft,Umwelt- und Naturschutz,16
